Id,Student_Age,Sex,High_School_Type,Scholarship,Additional_Work,Sports_activity,Transportation,Weekly_Study_Hours,Reading,Notes,Listening_in_Class,Project_work,Attendance,Grade
12243,18,Male,State,75%,No,Yes,Private,11,Yes,No,No,Yes,Sometimes,BB
12244,19,Female,State,25%,No,No,Private,8,Yes,No,Yes,No,Sometimes,CC
12245,21,Male,Private,0%,No,No,Private,11,Yes,Yes,Yes,No,Always,BB
12246,19,Male,State,25%,No,No,Bike,4,Yes,Yes,No,No,Sometimes,DC
12247,18,Male,State,50%,No,Yes,Bus,9,Yes,Yes,Yes,No,Always,BB
12248,24,Male,Private,50%,No,No,Bus,5,Yes,Yes,No,Yes,Never,DC
12249,25,Male,Private,0%,No,No,Private,3,Yes,Yes,Yes,Yes,Always,DC
12250,18,Female,Other,100%,No,No,Bus,5,Yes,No,Yes,Yes,Always,CC
12251,22,Male,Private,25%,No,No,Bike,6,Yes,Yes,Yes,No,Always,CC
12252,20,Male,Private,0%,Yes,Yes,Bus,13,Yes,Yes,Yes,No,Always,BA
12253,20,Female,State,50%,Yes,Yes,Bike,6,Yes,Yes,Yes,No,Always,BB
12254,19,Female,State,50%,No,Yes,Bus,3,No,Yes,Yes,No,Always,DC
12255,25,Female,Private,25%,No,No,Private,9,Yes,Yes,Yes,Yes,Always,BB
12256,21,Female,Private,75%,No,No,Bus,8,Yes,No,No,No,Always,DC
12257,24,Male,Private,50%,Yes,Yes,Bike,6,No,Yes,No,Yes,Always,DC
12258,23,Female,Other,50%,No,Yes,Bus,7,No,Yes,Yes,No,Always,CC
12259,25,Male,Private,50%,No,Yes,Bus,12,No,Yes,Yes,Yes,Always,CC
12260,20,Female,State,0%,No,No,Bus,11,Yes,No,Yes,Yes,Always,CC
12261,22,Male,Other,50%,No,Yes,Bike,10,Yes,No,Yes,Yes,Always,CC
12262,25,Female,Private,75%,No,Yes,Bus,3,Yes,Yes,Yes,No,Always,CC
12263,19,Female,Other,0%,No,Yes,Private,20,No,Yes,Yes,No,Always,BA
12264,19,Male,Other,25%,Yes,Yes,Private,12,No,Yes,Yes,Yes,Always,BB
12265,23,Female,State,100%,No,No,Private,10,Yes,No,Yes,Yes,Sometimes,DC
12266,22,Female,Private,25%,No,No,Private,3,Yes,Yes,Yes,Yes,Always,DC
12267,21,Female,State,50%,No,Yes,Bus,12,Yes,Yes,Yes,Yes,Always,BB
12268,25,Male,State,100%,Yes,No,Private,6,Yes,Yes,No,Yes,Always,CC
12269,22,Female,Other,0%,No,Yes,Private,7,No,Yes,Yes,No,Always,DC
12270,21,Male,Private,0%,No,No,Bus,1,Yes,Yes,Yes,No,Always,DC
12271,22,Male,State,75%,No,Yes,Bus,3,Yes,Yes,Yes,No,Sometimes,DC
12272,22,Male,Private,75%,No,Yes,Bus,10,No,Yes,Yes,Yes,Always,CC
12273,18,Male,Private,50%,Yes,No,Bus,12,Yes,Yes,Yes,No,Never,DC
12274,19,Female,State,50%,No,Yes,Bus,11,Yes,Yes,Yes,Yes,Always,CC
12275,25,Male,State,75%,No,Yes,Private,11,Yes,Yes,Yes,Yes,Always,BB
12276,22,Female,State,50%,No,No,Bike,8,Yes,No,Yes,Yes,Sometimes,DC
12277,25,Male,State,25%,No,No,Bus,6,Yes,Yes,Yes,No,Always,CC
12278,23,Male,Other,0%,No,Yes,Private,9,Yes,Yes,Yes,No,Sometimes,BB
12279,22,Male,Private,50%,No,No,Bus,11,Yes,No,No,No,Sometimes,DC
12280,20,Male,State,75%,No,No,Bus,8,Yes,No,Yes,Yes,Sometimes,CC
12281,19,Male,Private,75%,Yes,No,Private,13,Yes,Yes,Yes,No,Always,BA
12282,20,Male,Private,100%,No,No,Bike,7,No,Yes,No,No,Always,DC
12283,25,Female,State,75%,Yes,No,Bus,4,Yes,No,Yes,Yes,Always,DC
12284,25,Male,Other,50%,Yes,Yes,Bus,8,Yes,Yes,Yes,Yes,Sometimes,CC
12285,19,Male,State,25%,No,Yes,Bus,8,Yes,No,Yes,No,Never,DC
12286,25,Male,State,75%,No,Yes,Bus,8,Yes,No,Yes,No,Always,DC
12287,20,Female,Private,50%,No,Yes,Private,13,Yes,Yes,No,No,Always,BB
12288,22,Female,Private,50%,Yes,No,Private,11,No,Yes,Yes,Yes,Always,CC
12289,22,Male,State,0%,No,Yes,Private,2,Yes,Yes,Yes,Yes,Always,DC
12290,18,Male,Private,100%,No,Yes,Bus,14,Yes,No,Yes,No,Sometimes,BB
12291,23,Male,Private,50%,Yes,Yes,Bike,0,Yes,No,Yes,No,Never,FF
12292,25,Female,State,25%,No,Yes,Bus,17,No,Yes,Yes,Yes,Always,BB
12293,20,Male,Private,50%,No,No,Private,7,No,Yes,No,No,Sometimes,DC
12294,25,Male,Private,50%,Yes,Yes,Bus,7,Yes,Yes,Yes,Yes,Always,CC
12295,25,Male,State,25%,No,No,Private,8,Yes,No,Yes,Yes,Always,CC
12296,21,Male,State,75%,No,Yes,Private,10,Yes,No,Yes,Yes,Always,CC
12297,18,Male,Other,25%,No,No,Bike,8,No,Yes,Yes,Yes,Sometimes,FF
12298,20,Female,State,0%,Yes,No,Bus,7,Yes,Yes,Yes,Yes,Sometimes,CC
12299,20,Male,State,25%,No,No,Private,13,Yes,Yes,No,No,Always,CC
12300,25,Female,Other,50%,No,No,Private,10,Yes,No,No,No,Always,DC
12301,18,Male,State,100%,No,No,Private,4,Yes,Yes,Yes,No,Always,DC
12302,22,Male,Private,75%,Yes,No,Bus,11,Yes,No,Yes,Yes,Always,BB
12303,20,Female,Private,100%,No,No,Bus,10,Yes,Yes,No,No,Sometimes,DC
12304,22,Male,State,0%,No,No,Bus,6,No,Yes,No,No,Always,DC
12305,18,Female,State,0%,Yes,No,Bus,11,Yes,Yes,No,Yes,Sometimes,CC
12306,22,Female,State,50%,No,No,Private,7,Yes,No,Yes,Yes,Always,CC
12307,19,Male,State,25%,No,No,Private,7,Yes,Yes,Yes,No,Always,CC
12308,21,Female,State,75%,Yes,Yes,Bus,7,Yes,Yes,Yes,Yes,Always,CC
12309,24,Male,Other,50%,No,Yes,Bike,0,Yes,Yes,Yes,Yes,Always,DC
12310,20,Female,State,100%,No,No,Bus,6,No,No,Yes,No,Always,DC
12311,23,Male,Private,25%,Yes,Yes,Bus,11,Yes,Yes,Yes,No,Always,BB
12312,21,Female,State,50%,No,No,Bus,8,No,Yes,Yes,Yes,Always,CC
12313,24,Male,Private,50%,No,Yes,Private,3,Yes,Yes,Yes,Yes,Sometimes,DC
12314,22,Female,State,25%,Yes,Yes,Private,12,Yes,No,Yes,Yes,Always,CC
12315,20,Female,Other,50%,No,No,Bus,7,Yes,No,Yes,Yes,Always,DC
12316,22,Female,State,25%,No,No,Private,3,No,Yes,Yes,Yes,Always,FF
12317,19,Female,State,25%,No,No,Bus,17,Yes,No,No,Yes,Always,BB
12318,18,Female,State,25%,No,Yes,Bus,4,Yes,Yes,Yes,Yes,Sometimes,DC
12319,20,Female,Private,0%,No,Yes,Bus,12,Yes,Yes,Yes,No,Always,BA
12320,24,Male,Private,50%,No,Yes,Bus,5,Yes,No,Yes,Yes,Sometimes,CC
12321,24,Male,State,25%,No,Yes,Private,9,Yes,Yes,No,Yes,Always,CC
12322,19,Male,State,0%,No,Yes,Private,4,Yes,No,Yes,No,Always,DC
12323,19,Male,State,25%,No,No,Bus,3,No,Yes,Yes,Yes,Always,DC
12324,25,Male,Private,25%,No,Yes,Bus,10,Yes,Yes,No,No,Always,DC
12325,20,Female,State,25%,No,No,Bus,10,Yes,Yes,No,No,Sometimes,CC
12326,22,Male,State,0%,No,Yes,Bus,13,No,Yes,Yes,No,Always,CC
12327,23,Female,State,50%,Yes,Yes,Bus,8,Yes,Yes,Yes,Yes,Never,BB
12328,24,Male,State,50%,No,Yes,Bus,17,Yes,Yes,No,Yes,Always,BB
12329,24,Male,State,50%,No,No,Private,9,No,Yes,No,Yes,Always,DC
12330,19,Female,State,75%,No,No,Bus,10,Yes,No,Yes,Yes,Always,CC
12331,21,Female,State,50%,No,Yes,Bus,3,Yes,Yes,Yes,No,Always,DC
12332,19,Female,State,50%,Yes,No,Bike,6,Yes,No,Yes,No,Always,CC
12333,23,Female,Private,75%,No,No,Bus,10,Yes,Yes,Yes,No,Always,CC
12334,22,Male,Other,25%,No,No,Bus,8,Yes,Yes,Yes,Yes,Always,CC
12335,22,Female,Private,50%,No,No,Bus,9,Yes,Yes,Yes,No,Always,BB
12336,21,Male,Private,25%,Yes,Yes,Bus,5,Yes,Yes,No,Yes,Always,DC
12337,24,Male,State,25%,No,No,Bus,8,Yes,No,Yes,No,Always,CC
12338,19,Male,Private,75%,No,No,Bus,8,No,No,No,Yes,Always,DC
12339,25,Male,State,0%,Yes,No,Private,3,Yes,Yes,No,No,Always,DC
12340,22,Male,State,25%,No,No,Private,11,No,Yes,No,Yes,Always,CC
12341,23,Female,State,25%,No,Yes,Private,1,Yes,Yes,Yes,Yes,Never,FF
12342,20,Female,Other,25%,No,Yes,Bus,9,Yes,No,Yes,No,Always,CC
12343,18,Male,Private,25%,No,No,Bus,15,Yes,No,Yes,No,Always,BB
12344,18,Male,State,50%,No,No,Bus,11,Yes,Yes,No,No,Sometimes,CC
12345,18,Male,Private,75%,No,Yes,Bus,11,Yes,Yes,Yes,Yes,Always,BB
12346,25,Male,State,75%,Yes,Yes,Bus,4,No,Yes,Yes,Yes,Always,FF
12347,24,Female,State,25%,Yes,No,Bus,15,Yes,No,Yes,Yes,Sometimes,CC
12348,19,Male,Private,100%,Yes,Yes,Bus,14,Yes,No,Yes,No,Sometimes,BB
12349,21,Female,State,50%,Yes,Yes,Bus,5,Yes,No,No,Yes,Never,FF
12350,25,Male,State,25%,No,Yes,Bus,6,Yes,Yes,Yes,No,Always,DC
12351,25,Female,State,75%,No,No,Bus,13,Yes,Yes,Yes,No,Sometimes,BB
12352,22,Male,Other,50%,Yes,No,Bus,15,No,Yes,Yes,Yes,Sometimes,BB
12353,20,Female,Private,50%,Yes,No,Bus,3,Yes,Yes,No,No,Sometimes,FF
12354,25,Male,State,0%,No,No,Bus,4,Yes,Yes,Yes,No,Sometimes,DC
12355,23,Female,State,50%,Yes,Yes,Bus,7,Yes,No,No,Yes,Always,DC
12356,20,Male,State,75%,No,Yes,Bus,0,No,Yes,Yes,Yes,Always,FF
12357,23,Male,Private,50%,Yes,No,Bus,8,Yes,Yes,Yes,Yes,Sometimes,CC
12358,24,Female,State,50%,No,Yes,Bus,13,Yes,No,Yes,Yes,Always,CC
12359,19,Female,Private,50%,No,Yes,Private,2,Yes,No,Yes,Yes,Sometimes,FF
12360,18,Female,Private,75%,No,No,Bus,9,Yes,Yes,Yes,No,Always,CC
12361,25,Female,State,25%,No,Yes,Bus,6,No,No,Yes,Yes,Sometimes,DC
12362,19,Female,State,50%,No,No,Bus,15,Yes,No,Yes,No,Always,BB
12363,24,Male,Other,0%,Yes,No,Bus,6,No,Yes,Yes,No,Sometimes,FF
12364,21,Male,State,50%,No,No,Bus,14,Yes,Yes,Yes,No,Always,BA
12365,21,Male,State,50%,No,Yes,Bike,6,Yes,No,Yes,Yes,Always,DC
12366,24,Female,Private,0%,No,Yes,Private,11,Yes,No,Yes,No,Never,CC
12367,23,Male,State,50%,No,No,Bus,9,No,Yes,Yes,No,Always,DC
12368,22,Male,Private,25%,No,No,Private,7,Yes,Yes,Yes,Yes,Always,BB
12369,22,Female,Other,0%,No,Yes,Bus,5,Yes,No,Yes,No,Always,CC
12370,23,Female,Private,25%,No,No,Bus,9,No,No,Yes,Yes,Sometimes,DC
12371,21,Male,Private,0%,No,No,Private,6,Yes,Yes,Yes,Yes,Always,CC
12372,21,Male,State,25%,Yes,No,Bus,5,Yes,Yes,Yes,Yes,Sometimes,DC
12373,25,Male,Private,25%,No,Yes,Bus,14,No,No,Yes,Yes,Always,CC
12374,21,Male,Private,50%,No,Yes,Private,10,Yes,Yes,No,No,Never,CC
12375,19,Male,State,75%,Yes,Yes,Bus,11,No,Yes,No,Yes,Always,CC
12376,21,Female,Private,50%,Yes,Yes,Bike,6,Yes,Yes,Yes,Yes,Never,DC
12377,20,Female,Private,0%,Yes,No,Private,7,Yes,Yes,Yes,No,Always,CC
12378,25,Female,Private,100%,No,Yes,Private,7,Yes,Yes,Yes,No,Always,CC
12379,18,Male,State,50%,No,No,Bus,9,Yes,Yes,Yes,Yes,Always,BB
12380,21,Female,State,0%,Yes,Yes,Bus,11,Yes,Yes,Yes,No,Always,CC
12381,23,Male,State,75%,No,No,Private,8,Yes,No,Yes,Yes,Always,CC
12382,18,Male,State,25%,No,Yes,Bike,5,No,Yes,Yes,No,Always,FF
12383,19,Female,Private,50%,No,Yes,Bus,11,No,Yes,Yes,No,Sometimes,CC
12384,23,Male,Other,50%,Yes,Yes,Bike,8,Yes,Yes,Yes,Yes,Always,CC
12385,18,Male,Private,25%,No,No,Bus,2,Yes,Yes,No,Yes,Never,FF
12386,23,Female,State,75%,No,Yes,Bus,0,Yes,Yes,Yes,Yes,Always,DC
12387,19,Male,State,25%,No,Yes,Bus,9,Yes,No,Yes,Yes,Always,CC
12388,25,Female,State,0%,No,Yes,Bus,5,No,Yes,Yes,Yes,Always,DC
12389,20,Male,Private,100%,No,No,Private,10,Yes,Yes,Yes,Yes,Always,CC
12390,19,Female,Private,100%,No,No,Bus,5,Yes,No,Yes,Yes,Sometimes,DC
12391,19,Male,State,50%,Yes,No,Bike,9,Yes,Yes,Yes,Yes,Always,CC
12392,23,Male,Private,50%,Yes,No,Bus,6,Yes,Yes,Yes,Yes,Always,CC
12393,25,Female,State,0%,No,Yes,Bus,15,Yes,No,Yes,Yes,Always,BB
12394,24,Male,State,75%,Yes,No,Private,12,Yes,No,Yes,No,Always,CC
12395,22,Male,State,0%,Yes,Yes,Bus,13,Yes,No,No,No,Always,CC
12396,21,Male,Private,0%,No,Yes,Private,8,Yes,Yes,Yes,Yes,Always,CC
12397,21,Male,State,50%,Yes,No,Bus,11,Yes,No,Yes,Yes,Sometimes,CC
12398,20,Male,State,0%,No,No,Bus,8,No,No,No,Yes,Sometimes,FF
12399,20,Male,State,0%,No,Yes,Bus,14,Yes,Yes,Yes,No,Always,BB
12400,21,Female,Private,25%,No,Yes,Bike,8,Yes,Yes,Yes,No,Always,DC
12401,22,Male,Private,0%,Yes,No,Bus,2,Yes,Yes,Yes,No,Always,DC
12402,21,Male,Private,0%,Yes,No,Private,0,Yes,Yes,Yes,Yes,Always,FF
12403,24,Male,Private,0%,Yes,Yes,Private,15,No,Yes,Yes,No,Sometimes,CC
12404,22,Male,State,25%,Yes,Yes,Bus,10,No,Yes,Yes,No,Always,CC
12405,20,Female,Other,50%,Yes,No,Private,10,No,Yes,Yes,Yes,Always,DC
12406,18,Male,Private,75%,No,No,Bus,14,No,Yes,Yes,No,Always,CC
12407,23,Female,State,50%,No,No,Bus,1,No,Yes,No,Yes,Always,FF
12408,24,Male,Private,50%,No,Yes,Bus,7,Yes,Yes,Yes,Yes,Sometimes,DC
12409,24,Female,Private,0%,No,Yes,Bus,7,Yes,Yes,Yes,Yes,Sometimes,CC
12410,25,Female,Private,0%,No,Yes,Bus,11,Yes,No,No,Yes,Sometimes,DC
12411,20,Female,Private,25%,No,No,Bus,5,No,Yes,Yes,No,Always,FF
12412,20,Female,Other,50%,Yes,Yes,Bus,3,Yes,Yes,No,No,Always,FF
12413,19,Female,Private,50%,No,Yes,Private,3,Yes,Yes,No,Yes,Always,FF
12414,24,Male,State,50%,No,Yes,Bus,13,No,No,No,Yes,Sometimes,CC
12415,19,Male,State,25%,Yes,No,Private,5,Yes,Yes,Yes,Yes,Sometimes,CC
12416,19,Female,Other,0%,No,Yes,Bus,6,Yes,No,Yes,No,Sometimes,DC
12417,23,Male,Private,75%,No,No,Private,11,No,Yes,Yes,Yes,Always,CC
12418,19,Male,Private,25%,Yes,No,Bus,5,No,Yes,Yes,No,Always,CC
12419,22,Female,Private,50%,No,No,Bus,1,No,Yes,Yes,No,Always,FF
12420,21,Male,State,50%,No,Yes,Bus,2,No,Yes,Yes,Yes,Always,FF
12421,18,Female,Private,50%,No,No,Bus,8,Yes,Yes,Yes,Yes,Never,CC
12422,20,Female,State,100%,No,Yes,Bus,10,Yes,No,Yes,Yes,Sometimes,BB
12423,22,Female,State,100%,No,Yes,Private,7,Yes,Yes,Yes,Yes,Always,BB
12424,18,Female,State,50%,No,No,Private,10,No,Yes,Yes,Yes,Always,CC
12425,24,Male,State,50%,Yes,Yes,Private,2,Yes,No,Yes,No,Sometimes,FF
12426,24,Male,Private,25%,No,No,Bus,2,Yes,Yes,Yes,Yes,Always,CC
12427,24,Male,State,100%,No,Yes,Bus,17,Yes,Yes,Yes,Yes,Never,BB
12428,22,Male,Other,50%,Yes,No,Bike,13,Yes,Yes,Yes,Yes,Always,CC
12429,22,Female,State,0%,No,No,Bus,11,Yes,Yes,Yes,No,Always,CC
12430,20,Female,State,25%,No,Yes,Bike,5,No,Yes,Yes,Yes,Never,FF
12431,21,Male,State,0%,Yes,No,Bus,7,Yes,Yes,Yes,No,Always,BB
12432,25,Male,Private,50%,No,No,Bike,8,Yes,Yes,No,Yes,Sometimes,CC
12433,19,Female,Private,50%,Yes,Yes,Bike,13,Yes,No,Yes,No,Always,BB
12434,24,Male,Private,25%,No,Yes,Private,10,Yes,No,No,No,Never,DC
12435,23,Male,Private,0%,No,Yes,Bus,10,Yes,Yes,No,Yes,Always,CC
12436,21,Male,Private,100%,Yes,No,Bus,7,Yes,Yes,Yes,Yes,Sometimes,BB
12437,23,Female,State,75%,No,No,Bike,11,No,Yes,Yes,No,Always,BB
12438,20,Female,State,75%,No,No,Private,9,No,Yes,No,No,Sometimes,DC
12439,20,Female,State,25%,No,Yes,Bus,8,No,No,Yes,Yes,Always,DC
12440,20,Female,State,75%,Yes,Yes,Bus,5,Yes,Yes,No,Yes,Sometimes,DC
12441,18,Male,Other,50%,Yes,Yes,Private,8,No,No,Yes,Yes,Always,DC
12442,23,Male,Private,25%,No,Yes,Bus,4,No,Yes,No,No,Sometimes,FF
12443,21,Female,Private,0%,No,No,Private,8,No,Yes,No,No,Sometimes,DC
12444,25,Male,State,25%,No,No,Private,8,Yes,Yes,No,Yes,Always,CC
12445,21,Female,Private,0%,No,Yes,Bike,0,Yes,No,Yes,Yes,Always,FF
12446,22,Female,Private,100%,No,No,Bus,7,Yes,No,Yes,Yes,Always,DC
12447,22,Female,Private,0%,Yes,Yes,Bus,3,No,Yes,No,No,Sometimes,FF
12448,24,Female,Private,25%,Yes,No,Bus,10,Yes,Yes,No,No,Always,DC
12449,25,Female,State,50%,No,Yes,Bike,11,Yes,No,Yes,No,Always,CC
12450,22,Female,State,25%,No,No,Bus,6,Yes,Yes,Yes,No,Always,BB
12451,20,Male,State,50%,No,Yes,Bus,10,No,Yes,Yes,Yes,Sometimes,CC
12452,21,Male,State,0%,No,No,Bus,10,No,Yes,Yes,No,Always,DC
12453,23,Male,Private,75%,No,Yes,Bus,7,No,Yes,Yes,No,Sometimes,DC
12454,20,Female,Private,25%,No,Yes,Private,14,No,Yes,Yes,Yes,Sometimes,CC
12455,18,Male,Private,50%,Yes,Yes,Private,5,Yes,Yes,No,No,Sometimes,FF
12456,22,Female,Private,50%,No,Yes,Private,14,Yes,Yes,Yes,Yes,Always,BB
12457,20,Male,State,75%,No,No,Bus,7,No,Yes,Yes,No,Always,CC
12458,20,Female,State,75%,No,No,Bike,5,No,Yes,No,No,Always,DC
12459,18,Male,State,50%,No,No,Bus,7,Yes,Yes,Yes,Yes,Never,DC
12460,19,Female,Private,25%,No,No,Private,4,Yes,No,Yes,No,Always,DC
12461,21,Female,State,50%,No,Yes,Bus,11,Yes,No,No,Yes,Sometimes,DC
12462,23,Male,State,75%,Yes,No,Bus,2,Yes,Yes,Yes,No,Always,DC
12463,24,Male,State,75%,No,Yes,Bus,14,Yes,Yes,Yes,Yes,Always,BA
12464,19,Female,State,0%,No,No,Bus,4,Yes,Yes,No,No,Always,FF
12465,22,Male,State,25%,Yes,Yes,Private,11,No,Yes,No,Yes,Sometimes,FF
12466,20,Male,State,75%,Yes,No,Bus,8,Yes,No,No,Yes,Always,DC
12467,25,Female,State,25%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Always,CC
12468,18,Female,Private,25%,Yes,Yes,Private,6,Yes,Yes,Yes,Yes,Always,CC
12469,18,Female,State,25%,No,Yes,Bus,9,No,Yes,Yes,No,Always,DC
12470,25,Male,Private,50%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Always,CC
12471,21,Male,Private,100%,No,Yes,Bus,2,Yes,Yes,Yes,Yes,Always,DC
12472,19,Female,Other,50%,No,Yes,Private,4,Yes,No,Yes,Yes,Always,DC
12473,24,Female,Other,25%,No,No,Bus,6,Yes,No,Yes,Yes,Never,DC
12474,21,Female,Private,0%,No,Yes,Bike,5,Yes,Yes,Yes,Yes,Sometimes,CC
12475,25,Male,State,0%,No,No,Bus,13,Yes,Yes,Yes,No,Always,BB
12476,20,Male,Private,50%,No,Yes,Bus,8,Yes,Yes,No,Yes,Sometimes,CC
12477,25,Male,State,50%,Yes,Yes,Bus,5,Yes,Yes,Yes,No,Sometimes,DC
12478,21,Male,State,25%,Yes,No,Private,6,Yes,Yes,Yes,No,Sometimes,DC
12479,23,Male,Other,50%,Yes,No,Bus,6,No,No,Yes,No,Always,FF
12480,18,Male,State,50%,No,Yes,Private,7,No,Yes,Yes,No,Sometimes,DC
12481,18,Female,Private,25%,No,No,Bus,4,Yes,Yes,Yes,No,Always,DC
12482,22,Male,State,25%,No,Yes,Bus,5,Yes,Yes,Yes,Yes,Always,DC
12483,22,Female,Private,100%,No,No,Private,11,Yes,Yes,Yes,No,Always,CC
12484,25,Female,Other,25%,No,No,Private,9,Yes,Yes,Yes,Yes,Always,BB
12485,24,Female,State,75%,No,Yes,Bus,7,No,Yes,No,Yes,Sometimes,DC
12486,20,Male,State,50%,No,No,Private,8,Yes,No,Yes,No,Sometimes,CC
12487,23,Female,Private,75%,No,No,Private,8,No,Yes,Yes,Yes,Sometimes,CC
12488,19,Female,Private,75%,No,Yes,Bus,7,No,Yes,Yes,Yes,Always,CC
12489,21,Female,Private,50%,Yes,No,Bus,10,Yes,Yes,Yes,No,Always,BB
12490,24,Female,State,75%,No,No,Bus,10,Yes,Yes,Yes,Yes,Never,CC
12491,20,Female,State,100%,No,No,Bus,2,Yes,Yes,No,Yes,Always,FF
12492,22,Female,Private,50%,No,Yes,Private,7,Yes,Yes,Yes,No,Sometimes,CC
12493,25,Male,State,25%,Yes,No,Bus,2,No,Yes,Yes,Yes,Always,FF
12494,21,Female,State,25%,No,Yes,Bus,11,Yes,Yes,Yes,Yes,Sometimes,BB
12495,22,Male,Private,75%,No,Yes,Bus,11,Yes,Yes,Yes,No,Never,BB
12496,25,Female,State,50%,No,Yes,Bike,6,No,No,Yes,No,Sometimes,CC
12497,21,Male,State,0%,Yes,No,Private,8,No,No,Yes,Yes,Sometimes,FF
12498,19,Male,Other,0%,No,No,Bus,0,Yes,Yes,No,Yes,Always,FF
12499,20,Female,Private,50%,No,No,Bus,12,No,No,Yes,No,Always,CC
12500,21,Female,Private,25%,Yes,No,Bus,11,Yes,No,No,Yes,Sometimes,DC
12501,23,Male,Private,50%,No,Yes,Private,13,No,Yes,Yes,Yes,Always,CC
12502,24,Male,Private,50%,Yes,Yes,Bus,14,Yes,Yes,Yes,Yes,Never,CC
12503,18,Female,Private,50%,No,No,Bike,3,No,Yes,No,No,Always,FF
12504,23,Male,State,0%,No,No,Bus,12,Yes,Yes,Yes,Yes,Sometimes,BB
12505,23,Female,State,0%,No,No,Bus,14,Yes,Yes,Yes,Yes,Sometimes,CC
12506,24,Male,State,25%,No,Yes,Private,2,Yes,Yes,Yes,Yes,Sometimes,FF
12507,18,Female,Private,25%,No,Yes,Private,7,Yes,Yes,Yes,Yes,Always,CC
12508,23,Female,State,50%,Yes,Yes,Bus,7,Yes,Yes,Yes,Yes,Always,CC
12509,21,Male,State,50%,No,Yes,Private,11,No,Yes,Yes,Yes,Sometimes,CC
12510,21,Male,State,25%,Yes,Yes,Bus,0,No,No,Yes,No,Sometimes,FF
12511,21,Male,State,0%,No,No,Bus,15,No,No,No,No,Sometimes,CC
12512,18,Female,State,0%,Yes,No,Private,8,No,No,Yes,No,Sometimes,DC
12513,23,Female,Other,100%,Yes,No,Bike,12,No,Yes,Yes,Yes,Sometimes,DC
12514,25,Female,Private,50%,No,Yes,Private,8,No,Yes,Yes,Yes,Sometimes,DC
12515,18,Male,State,75%,No,Yes,Bus,10,Yes,Yes,No,Yes,Always,CC
12516,21,Male,Private,75%,No,No,Private,0,No,No,Yes,Yes,Never,FF
12517,24,Male,Private,50%,No,No,Bus,6,Yes,No,Yes,No,Always,DC
12518,23,Male,Private,50%,No,No,Bus,11,No,Yes,No,Yes,Sometimes,DC
12519,23,Female,Private,0%,No,No,Private,9,Yes,Yes,Yes,No,Never,CC
12520,22,Female,Private,50%,Yes,No,Bus,1,Yes,No,Yes,No,Always,DC
12521,22,Female,Private,25%,No,Yes,Bike,8,Yes,No,Yes,No,Always,CC
12522,19,Male,Private,75%,No,Yes,Bus,5,Yes,No,Yes,Yes,Sometimes,CC
12523,25,Female,Other,0%,No,No,Bus,4,Yes,Yes,Yes,Yes,Never,FF
12524,25,Female,Private,75%,No,Yes,Private,2,No,Yes,No,Yes,Sometimes,FF
12525,20,Female,State,0%,No,Yes,Private,10,Yes,Yes,Yes,No,Sometimes,CC
12526,25,Female,Private,75%,No,Yes,Bus,12,Yes,No,Yes,No,Always,CC
12527,22,Male,Other,25%,Yes,Yes,Bus,16,Yes,Yes,Yes,Yes,Always,BA
12528,18,Male,State,50%,Yes,No,Private,2,Yes,Yes,Yes,Yes,Always,FF
12529,25,Female,State,50%,Yes,Yes,Bus,11,Yes,Yes,Yes,Yes,Sometimes,CC
12530,22,Male,State,25%,Yes,Yes,Bus,11,Yes,No,No,No,Always,CC
12531,19,Male,Private,50%,No,No,Private,6,Yes,Yes,No,Yes,Sometimes,FF
12532,23,Female,Other,100%,Yes,No,Bus,4,Yes,Yes,Yes,No,Always,DC
12533,25,Female,State,0%,No,No,Bike,4,Yes,No,Yes,Yes,Never,DC
12534,19,Female,State,100%,No,No,Private,6,No,Yes,Yes,No,Always,DC
12535,23,Male,State,50%,Yes,No,Bike,9,Yes,Yes,No,Yes,Sometimes,CC
12536,24,Male,Private,75%,No,No,Bus,13,Yes,No,Yes,Yes,Always,BB
12537,24,Female,State,25%,No,Yes,Bike,12,Yes,Yes,Yes,No,Always,BB
12538,23,Female,Private,50%,Yes,Yes,Bus,2,Yes,No,Yes,No,Always,FF
12539,25,Female,State,75%,No,No,Bus,5,Yes,No,No,Yes,Sometimes,DC
12540,20,Female,Private,25%,Yes,No,Bus,13,Yes,Yes,Yes,No,Always,BA
12541,22,Female,Other,50%,Yes,No,Bus,5,No,No,Yes,Yes,Always,DC
12542,18,Female,Private,0%,No,No,Bus,8,Yes,Yes,Yes,No,Sometimes,CC
12543,18,Male,Private,0%,No,No,Bus,1,Yes,Yes,Yes,Yes,Always,DC
12544,21,Female,State,50%,Yes,Yes,Bus,13,Yes,Yes,Yes,Yes,Always,BA
12545,23,Female,State,50%,Yes,Yes,Bus,0,Yes,Yes,Yes,Yes,Always,FF
12546,18,Female,State,50%,No,Yes,Private,1,Yes,No,Yes,Yes,Sometimes,DC
12547,25,Male,Private,0%,No,Yes,Bus,12,Yes,No,Yes,Yes,Always,BB
12548,20,Female,Private,25%,Yes,Yes,Private,16,No,Yes,Yes,Yes,Always,BB
12549,23,Male,State,25%,No,Yes,Bus,7,Yes,Yes,No,Yes,Sometimes,DC
